8.899641224696953554e-03	6.874719839676996344e+03
1.507912216506557788e-02	8.293168878170092285e+03
2.144790186456836667e-02	1.111337244540345819e+04
2.783660776489276650e-02	7.150225852331177521e+03
3.435099785803411021e-02	6.337288224418611208e+03
4.047886761425745911e-02	5.430154679043546821e+03
4.676716683575679601e-02	5.240996743231850814e+03
5.308225101765951665e-02	4.395402784731049906e+03
5.945362440940590160e-02	4.185622398961861109e+03
6.576224814588792211e-02	3.699500985793020391e+03
7.196632906698736953e-02	3.443782888302947867e+03
7.827860915688347743e-02	3.483372478764316838e+03
8.470398945834539672e-02	2.824586510298196117e+03
9.096854620527369817e-02	2.524758037445778882e+03
9.720789776830213169e-02	2.257929555282020374e+03
1.034763038959366499e-01	2.085353832156016324e+03
1.097576444254559219e-01	1.812798347313129398e+03
1.160543084780093354e-01	1.757875825504053864e+03
1.223669666537485351e-01	1.582373299676707120e+03
1.286817263090294094e-01	1.600298877527987088e+03
1.349500801664080818e-01	1.454951666910658105e+03
1.411949558842147678e-01	1.392005007348483787e+03
1.475133575747468451e-01	1.303145296143116411e+03
1.537865074252268427e-01	1.183771404327376104e+03
1.600657544051110326e-01	1.110802508832652620e+03
1.663991168687080635e-01	1.011985910508031679e+03
1.727195645776442856e-01	9.791763566732904565e+02
1.789765213377084718e-01	9.151518370396049704e+02
1.852353690647852158e-01	9.128063671723704147e+02
1.914806787341157279e-01	8.621829217259937650e+02
1.977889868651535599e-01	8.293319700163110610e+02
2.040937735447724277e-01	7.898094904442890538e+02
2.103939302609846018e-01	7.466843141579416852e+02
2.166909709822301688e-01	7.133318412995670315e+02
2.229700281216152047e-01	6.757504428109809851e+02
2.292620027086341994e-01	6.255323063583028897e+02
2.355141508366812297e-01	6.202864197349935012e+02
2.417910583817859116e-01	5.892136346505297979e+02
2.480856539439619257e-01	5.666515371962731251e+02
2.543492256872954549e-01	5.438091060008099475e+02
2.606334251884805386e-01	5.268529763608589747e+02
2.669257370896960802e-01	5.088287496167986887e+02
2.732423343141155980e-01	4.956859422348636031e+02
2.795529680084415936e-01	4.688761213019989214e+02
2.858366292314493129e-01	4.618228529389992900e+02
2.920876271394311496e-01	4.520737427360818401e+02
2.983449844439822751e-01	4.314574194495806978e+02
3.046382639407197446e-01	4.125210760615444201e+02
3.109279127003197196e-01	4.061627745721188489e+02
3.172168171618398036e-01	3.899478550712300944e+02
3.235187567944423082e-01	3.772325311268487553e+02
3.298168217550395687e-01	3.713410118704284741e+02
3.361176429457156667e-01	3.602692033063213444e+02
3.423700375709273769e-01	3.496220754967188782e+02
3.486478192666269682e-01	3.349933581174760775e+02
3.549411614411318028e-01	3.262973215475477673e+02
3.611916935421040642e-01	3.204999563489440106e+02
3.674767089563572564e-01	3.121922281229761893e+02
3.737647795277591056e-01	3.062605612072816825e+02
3.800654031475132477e-01	2.977321298633959827e+02
3.863539861259823738e-01	2.954692917507980496e+02
3.926140181364449755e-01	2.860878563743522704e+02
3.989264500321934581e-01	2.755399669459116012e+02
4.052073244576828714e-01	2.753903778195527252e+02
4.114916477570477182e-01	2.660944522126139304e+02
4.177814272116491257e-01	2.612995364148676458e+02
4.240400648725131116e-01	2.540758836420192779e+02
4.303425690270192283e-01	2.487848487820710659e+02
4.366358560255625965e-01	2.438441641602440200e+02
4.428996183220763605e-01	2.402877030608189557e+02
4.491634418529859563e-01	2.337535264308326362e+02
4.554414146254732731e-01	2.292409920502469163e+02
4.617634470301058558e-01	2.254766059628062749e+02
4.680644242023710433e-01	2.209464608671798374e+02
4.743485242764365895e-01	2.168979151443334104e+02
4.806356136815400082e-01	2.132427880091624104e+02
4.869019258388697646e-01	2.087094681290159883e+02
4.931697099599955947e-01	2.056784654282643032e+02
4.994506747144535908e-01	2.024749293444704676e+02
5.057159051335421429e-01	1.973973328021844509e+02
5.119923996268095356e-01	1.960574142905267934e+02
5.183126097768406826e-01	1.917745784180143858e+02
5.246089638029100000e-01	1.881981553592842715e+02
5.308757308483337267e-01	1.843980535257972520e+02
5.371573527946726934e-01	1.814628226941273113e+02
5.434579563783791256e-01	1.792881992730425793e+02
5.497430652392217842e-01	1.759224331591019279e+02
5.559937427501778773e-01	1.727539499042658520e+02
5.622854676609657654e-01	1.722287983584378708e+02
5.686011537227265711e-01	1.691774456052754658e+02
5.748804589422079614e-01	1.670731809540221491e+02
5.811550210340560296e-01	1.649247686996653215e+02
5.874394496660968468e-01	1.618853475073122752e+02
5.937176220296899176e-01	1.592006176095828209e+02
5.999971954793682505e-01	1.568376556377628219e+02
6.062679115124277596e-01	1.545586568237216056e+02
6.125469576444534381e-01	1.532626521135499331e+02
6.188477733041515272e-01	1.512448894868038565e+02
6.251310567437898813e-01	1.478264050950990338e+02
6.314027450383210560e-01	1.462286916122560569e+02
6.377003562732055375e-01	1.457190825924179762e+02
6.439857783314556494e-01	1.434991289279896307e+02
6.502685417166111925e-01	1.416788024190350370e+02
6.565586117699038216e-01	1.386979177394854617e+02
6.628369282359254377e-01	1.378945195259974525e+02
6.691185444962194362e-01	1.363496572689373920e+02
6.754070198575605755e-01	1.353775586502966917e+02
6.816835514593204692e-01	1.335142951886646756e+02
6.879592533861698112e-01	1.320679317874315473e+02
6.942344317039531587e-01	1.295063675365040581e+02
7.005175402434737908e-01	1.285567926304524065e+02
7.068124956608716758e-01	1.274664418468156839e+02
7.131019009674921527e-01	1.257857469055816608e+02
7.193918251171427247e-01	1.240497092939497890e+02
7.256833807598113140e-01	1.224850876685139696e+02
7.319652682709349989e-01	1.222871862999461143e+02
7.382507990484923344e-01	1.207208094062864774e+02
7.445265842115937893e-01	1.189200009599233141e+02
7.507871101942712455e-01	1.179317163359233263e+02
7.570758465316046459e-01	1.164522476725518771e+02
7.633641233600957365e-01	1.146433642105767206e+02
7.696462959862266917e-01	1.137455306567035507e+02
7.759394865175414102e-01	1.128982639852926582e+02
7.822329141989586843e-01	1.114429815176223286e+02
7.885314936520240181e-01	1.110169579466123935e+02
7.947896566979522071e-01	1.094974079911581271e+02
8.010491096592354809e-01	1.084318625451814313e+02
8.073364061727361651e-01	1.073974233247541292e+02
8.136229488373866170e-01	1.066461025843079540e+02
8.199152998961036776e-01	1.058764600641315354e+02
8.261952636392789762e-01	1.046090223237196568e+02
